time,signal,fault,rolling_mean,rolling_std,rolling_mean_long,diff
0.0,0.0993428306022465,0.0,0.0,0.0,0.0,0.0
0.1,0.0721805564125912,0.0,0.0,0.0,0.0,-0.02716227418965529
0.2,0.3282070384151997,0.0,0.0,0.0,0.0,0.2560264820026085
0.3,0.6001261779429448,0.0,0.0,0.0,0.0,0.27191913952774505
0.4,0.3425876673639833,0.0,0.28848885414739306,0.21458537649808368,0.0,-0.2575385105789615
0.5,0.4325981472143669,0.0,0.35513991746981716,0.1916813659061374,0.0,0.09001047985038363
0.6000000000000001,0.8804850364965138,0.0,0.5168008134866018,0.2303352186016516,0.0,0.44788688928214687
0.7000000000000001,0.7977046330682729,0.0,0.6107003324172163,0.2299298791457777,0.0,-0.08278040342824089
0.8,0.6234612137125324,0.0,0.6153673395711339,0.2298984122746836,0.0,-0.1742434193557405
0.9,0.8918389183446763,0.0,0.7252175897672725,0.19564350029134936,0.0,0.26837770463214394
1.0,0.748787446245404,0.0,0.7884554495734799,0.10958989715649393,0.0,-0.14305147209927227
1.1,0.798061409347384,0.0,0.771970724143654,0.09785688653149753,0.0,0.049273963101979956
1.2000000000000002,0.9804315402804332,0.0,0.808516105586086,0.13639990307782549,0.0,0.1823701309330492
1.3,0.5809021364856334,0.0,0.8000042901407062,0.15134421458302338,0.0,-0.39952940379479984
1.4,0.6404661634858537,0.0,0.7497297391689417,0.1549205019462599,0.0,0.05956402700022034
1.5,0.8850374807558599,0.0,0.7769797460710329,0.16627983215779873,0.0,0.24457131727000614
1.6,0.7970073789746204,0.0,0.7767689399964801,0.1662470884609118,0.0,-0.08803010178123949
1.7000000000000002,1.0545142769715234,0.0,0.7915854873346981,0.19047227145227186,0.0,0.2575068979969031
1.8,0.792242815773953,0.0,0.8338536231923621,0.1514915228486639,0.0,-0.2622714611975705
1.9,0.6638393474203561,0.0,0.8385282599792625,0.14421824540355938,0.6504911107657174,-0.12840346835359684
2.0,1.2024271806099924,0.0,0.9020061999500891,0.21983384733326997,0.7056453282661048,0.5385878331896363
2.1,0.8180541065515665,0.0,0.9062155454654783,0.2175099367642809,0.7429390057730535,-0.3843730740584259
2.2,0.8220020447571749,0.0,0.8597130990226086,0.20219378246758196,0.7676287560901522,0.003947938205608348
2.3000000000000003,0.4607555749340287,0.0,0.7934156508546237,0.27210632637422005,0.7606602259397064,-0.3612464698231462
2.4000000000000004,0.5665866356461141,0.0,0.7739651084997753,0.28676522503207147,0.771860174353813,0.10583106071208542
2.5,0.6206566620459296,0.0,0.6576110047869628,0.15903578403446614,0.7812631000953911,0.05407002639981551
2.6,0.2853026563370036,0.0,0.5510607147440502,0.1982903289966348,0.7515039810874157,-0.33535400570892604
2.7,0.5025194839029642,0.0,0.487164202573208,0.12826675693517436,0.7367447236291502,0.2172168275659606
2.8000000000000003,0.2148604121721436,0.0,0.43798517002083104,0.1783034605509184,0.7163146835521308,-0.2876590717308206
2.9000000000000004,0.1809105792553266,0.0,0.36084995874267356,0.19168222422761474,0.6807682665976633,-0.033949832916817
3.0,0.0207786856139878,0.0,0.24087436345628516,0.17546119994447842,0.6443678285660924,-0.1601318936413388
3.1,0.412036299335078,0.0,0.26622109205590005,0.1918702573197533,0.6250665730654771,0.3912576137210902
3.2,-0.0610735883751668,0.0,0.15350247760027386,0.1837214128788328,0.5729913166326972,-0.4731098877102448
3.3000000000000003,-0.3692878799344287,0.0,0.03667281917895939,0.28996264697496354,0.5254818158116941,-0.3082142915592619
3.4000000000000004,-0.0910321196061938,0.0,-0.017715720593344694,0.28152566500603626,0.4889069016570916,0.2782557603282349
3.5,-0.5949519576838243,0.0,-0.1408618492529071,0.3784579928176631,0.4149074297351075,-0.5039198380776304
3.6,-0.4007477242939014,0.0,-0.30341865397870293,0.22507917541989317,0.3550196745716814,0.19420423338992288
3.7,-0.9217701656844486,0.0,-0.47555796944055934,0.30745336329222844,0.2562054524388828,-0.5210224413905472
3.8,-0.8774951007224054,0.0,-0.5771994135981546,0.3452229323661896,0.17271855661406485,0.04427506496204314
3.9,-0.6483939120101494,0.0,-0.6886717720789458,0.2140648718591881,0.10710689364253959,0.22910118871225604
4.0,-0.6091091793088461,0.0,-0.6915032164039502,0.21260397140550974,0.016530075646597652,0.03928473270130328
4.1000000000000005,-0.7840034548264168,0.0,-0.7681543625104533,0.13733384647314115,-0.06357280242230151,-0.17489427551757064
4.2,-0.8947054288912363,0.0,-0.7627414151518108,0.13010879963536068,-0.14940817610472207,-0.11070197406481952
4.3,-0.9763866758673126,0.0,-0.7825197301807922,0.15671086378857832,-0.22126528864478914,-0.08168124697607637
4.4,-1.2473064719630016,0.0,-0.9023022421713627,0.23692346267316547,-0.31195994402524496,-0.27091979609568895
4.5,-1.1214989593440388,0.0,-1.0047801981784013,0.18310330419727766,-0.3990677250947433,0.12580751261896284
4.6000000000000005,-1.085818757825422,0.0,-1.0651432587782022,0.13575130050161827,-0.4676237958028646,0.03568020151861684
4.7,-0.7884988123203177,0.0,-1.0439019354640187,0.17243896686236931,-0.5321747106140287,0.2973199455051042
4.800000000000001,-0.9274409509221484,0.0,-1.0341127904749858,0.1785122565919598,-0.5892897787687433,-0.1389421386018307
4.9,-1.3350606436968793,0.0,-1.0516636248217612,0.2067875773682548,-0.6650883399163536,-0.40761969277473087
5.0,-0.8941074807841795,0.0,-1.0061853291097893,0.21251470318965746,-0.7108326482362619,0.4409531629126998
5.1000000000000005,-1.0028311384109954,0.0,-0.989587805226904,0.20793170448381254,-0.7815760201235655,-0.1087236576268159
5.2,-1.018839055781345,0.0,-1.0356558539191094,0.17517841045449256,-0.8294642934938745,-0.016007917370349567
5.300000000000001,-0.7099321844557273,0.0,-0.9921541006258252,0.2278559483958839,-0.8464965087199394,0.30890687132561767
5.4,-0.5665645830567969,0.0,-0.8384548884978088,0.1956384637650426,-0.8702731318924697,0.14336760139893034
5.5,-0.5192843017471522,0.0,-0.7634902526904033,0.23652262224112106,-0.866489749095636,0.04728028130964468
5.6000000000000005,-0.7991101425168485,0.0,-0.722746053511574,0.1996597552508856,-0.8864078700067834,-0.2798258407696963
5.7,-0.6125280177678805,0.0,-0.641483845908881,0.11282208223030833,-0.8709457626109549,0.18658212474896807
5.800000000000001,-0.3983494931330438,0.0,-0.5791673076443444,0.14656711150412807,-0.8469884822314869,0.21417852463483666
5.9,-0.1787676394057641,0.0,-0.5016079189141378,0.23238515682814875,-0.8235071686012677,0.2195818537272797
6.0,-0.3752503457679839,0.0,-0.4728011277183041,0.2384932232488471,-0.8118142269242246,-0.1964827063622198
6.1000000000000005,-0.2192942996048584,0.0,-0.3568379591359061,0.171804341159859,-0.7835787691631466,0.15595604616312547
6.2,-0.304356397618702,0.0,-0.2952036351060704,0.09545926525026334,-0.7540613175995199,-0.08506209801384357
6.300000000000001,-0.2224274243317835,0.0,-0.2600192213458184,0.07892635690433256,-0.7163633550227434,0.08192897328691848
6.4,0.2790543693293332,0.0,-0.1684548195987989,0.2583581803988176,-0.6400453129581266,0.5014817936611167
6.5,0.4863679938019801,0.0,0.0038688483151938847,0.35515739194257695,-0.5596519653008258,0.2073136244726469
6.6000000000000005,0.2971393391973119,0.0,0.10715557607562794,0.3490745413880731,-0.490504060449689,-0.1892286546046682
6.7,0.6055565001950032,0.0,0.289138155638369,0.31657748740587655,-0.42080129482392303,0.3084171609976913
6.800000000000001,0.5664405561481358,0.0,0.4469117517343529,0.15134394827830008,-0.3461072194704088,-0.03911594404686736
6.9,0.4494158134671752,0.0,0.48098404056192123,0.12004741551717144,-0.25688339661220605,-0.11702474268096064
7.0,0.7292657198204718,0.0,0.5295635857656196,0.16390582061916947,-0.1757147365819735,0.27984990635329665
7.1000000000000005,1.0365763534190704,0.0,0.6774509886099713,0.2242476135335125,-0.07374436199047021,0.30731063359859856
7.2,0.7865026560271628,0.0,0.7136402197764031,0.22434522233704626,0.01652272359995517,-0.25007369739190755
7.300000000000001,1.163365351791366,0.0,0.8330251789050493,0.27867733411810386,0.11018760041230984,0.37686269576420317
7.4,0.374759074993678,0.0,0.8180938312103498,0.30511521480714976,0.15725378331483358,-0.788606276797688
7.5,1.1023804776497836,0.0,0.8927167827762122,0.3230583216293671,0.2383370222846804,0.7276214026561056
7.6,0.9853290856791208,0.0,0.8824673292282224,0.3181284814305397,0.3275589836944789,-0.11705139197066283
7.7,0.9283667637838268,0.0,0.910840150779555,0.3137257470168906,0.40460372277206413,-0.056962321895294044
7.800000000000001,1.0168955006817055,0.0,0.8815461805576229,0.2902083105310817,0.4753659724628016,0.08852873689787877
7.9,0.6014275589195934,0.0,0.926879877342806,0.19251039290559926,0.5143757323790695,-0.4154679417621121
8.0,0.9454238690558794,0.0,0.8954885556240251,0.16797123937668457,0.5804094431202628,0.34399631013628595
8.1,1.0413123251474357,0.0,0.9066852035176881,0.177076096162159,0.6434397743578775,0.09588845609155627
8.200000000000001,1.2363093656280757,0.0,0.9682737238865379,0.23164630598900146,0.7204730625202164,0.19499704048064004
8.3,0.7985177901015638,0.0,0.9245981817705096,0.24060095557491298,0.7715203232418837,-0.43779157552651193
8.4,0.692900187509643,0.0,0.9428927074885195,0.21161671720865405,0.7922126141508992,-0.10561760259192077
8.5,0.698135703906583,0.0,0.8934350744586602,0.23811543246271166,0.8028009996561293,0.0052355163969399765
8.6,0.9174775214145282,0.0,0.8686681137120786,0.22496621022325666,0.83381790876699,0.21934181750794524
8.700000000000001,0.7287194520141189,0.0,0.7671501309892873,0.09398831933945544,0.8399760563579459,-0.1887580694004093
8.8,0.4789651521383539,0.0,0.7032396033966454,0.15570733043140716,0.8356022861574569,-0.24975429987576503
8.9,0.6036743430805559,0.0,0.685394434510828,0.162167489249858,0.8433152126381259,0.12470919094220201
9.0,0.4315339951113647,0.0,0.6320740927517844,0.19701565089998474,0.8284286264026705,-0.1721403479691912
9.1,0.5128273604559299,0.0,0.5511440605600646,0.11755528732920108,0.8022411767545135,0.08129336534456522
9.2,0.0824792953247754,0.0,0.42189602922219593,0.19991583029841525,0.767040008719394,-0.43034806513115453
9.3,0.058921994187508,0.0,0.3378873976320268,0.25153099770520265,0.7118178408392012,-0.023557301137267395
9.4,-0.0536462051730737,0.0,0.20642328798130088,0.24965634998417885,0.6903975768308636,-0.1125681993605817
9.5,-0.367854110088233,0.0,0.046545666941381326,0.31647614573285265,0.6168858474439627,-0.31420790491515926
9.6,-0.1151027258100661,0.0,-0.07904035031181787,0.18061073458990043,0.5618642568695035,0.2527513842781669
9.7,-0.2195495719749663,0.0,-0.1394461237717662,0.16270441597092103,0.5044684400815638,-0.1044468461649002
9.8,-0.3654564379234362,0.0,-0.22432181019395508,0.14283053687657052,0.4353508431513067,-0.14590686594846988
9.9,-0.5044533204503507,0.0,-0.3144832332494104,0.1502500739684999,0.38005679918280943,-0.13899688252691456
10.0,-0.8270952592994527,0.0,-0.4063314630916544,0.2775078787354401,0.2914308427650429,-0.322641938849102
10.1,-0.7091997134459552,0.0,-0.5251508606188322,0.24716757703601344,0.20390524083537334,0.11789554585349749
10.2,-0.7684175908988975,0.0,-0.6349244644036185,0.19358627182233315,0.10366889300902467,-0.05921787745294227
10.3,-0.9281412636079064,0.0,-0.7474614295405125,0.15806866386293336,0.017335940323551145,-0.1597236727090089
10.4,-0.8600836114188556,0.0,-0.8185874877342135,0.0840818707841442,-0.06031324962287378,0.0680576521890508
10.5,-0.7988855886087624,0.0,-0.8129455535960755,0.08431439605176241,-0.13516431424864103,0.06119802281009323
10.6,-0.5455382413707013,0.0,-0.7802132591810246,0.14476025466359055,-0.20831510238790255,0.25334734723806107
